Fabric,ProductName,POLYESTER,NYLON,POLYURETHANE,RAYON,POLYPROPYLENE,MODAL,POLYETHYLENE,COTTON,PTT,CUPRA,ACETATE,CORDURA,SILK,SPNDEX,Weight,Thick,LastStretchLength,LastStretchForce
WOVEN,67,0,29,3,0,0,0,0,68,0,0,0,0,0,0,17.424,0.4,31.5,2.04
WOVEN,71,0,34,0,0,0,0,0,66,0,0,0,0,0,0,22.677,0.47,50.0,0.908
WOVEN,73,0,32,4,0,0,0,0,64,0,0,0,0,0,0,13.838,0.33,31.0,2.04
WOVEN,74,32,0,0,0,0,0,0,68,0,0,0,0,0,0,19.848,0.44,50.0,0.668
WOVEN,78,0,0,0,34,0,0,0,66,0,0,0,0,0,0,11.465,0.25,27.0,2.04
WOVEN,80,51,26,0,0,0,0,0,23,0,0,0,0,0,0,15.808,0.35,31.5,2.04
WOVEN,87,0,88,12,0,0,0,0,0,0,0,0,0,0,0,28.283,0.62,35.5,2.04
WOVEN,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,17.626,0.54,50.0,0.931
WOVEN,96,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11.818,0.24,35.0,2.04
WOVEN,97,70,30,0,0,0,0,0,0,0,0,0,0,0,0,17.576,0.35,30.5,2.04
WOVEN,98,0,30,0,0,0,0,0,70,0,0,0,0,0,0,14.343,0.36,24.5,2.04
WOVEN,99,52,0,0,0,0,0,0,48,0,0,0,0,0,0,17.273,0.34,33.0,2.04
WOVEN,105,42,0,0,0,0,0,0,58,0,0,0,0,0,0,14.949,0.33,32.5,2.04
WOVEN,107,42,0,0,0,0,0,0,58,0,0,0,0,0,0,18.283,0.38,37.0,2.04
WOVEN,CYSLJ-0108,0,32,4,0,0,0,0,64,0,0,0,0,0,0,16.818,0.37,50.0,1.32
WOVEN,CYS02,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4.242,0.06,50.0,1.963
WOVEN,CYS03,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3.889,0.08,42.0,2.04
WOVEN,CYS04,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5.303,0.12,50.0,1.673
WOVEN,CYS11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02,0.13,42.5,2.04
WOVEN,CYS12,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5.202,0.09,43.0,2.04
WOVEN,CYS13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5.758,0.08,48.5,2.04
WOVEN,CYS14,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1,43.0,2.03
WOVEN,CYS15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,7.576,0.11,50.0,1.613
WOVEN,CYS17,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8.838,0.19,50.0,0.9
WOVEN,CYS18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,7.374,0.19,50.0,1.978
WOVEN,CYS19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10.303,0.17,50.0,1.378
WOVEN,CYS21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13.283,0.32,50.0,0.979
WOVEN,CYS22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11.465,0.22,47.0,2.04
WOVEN,CYS23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14.646,0.32,50.0,1.646
WOVEN,CYS24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13.182,0.18,35.0,2.04
WOVEN,CYS26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13.434,0.47,50.0,0.502
WOVEN,CYS27,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11.566,0.3,50.0,1.136
WOVEN,CYS28,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889,0.36,42.0,2.04
WOVEN,CYS29,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11.919,0.23,35.0,2.04
WOVEN,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.31,50.0,0.636
WOVEN,88,0,50,0,0,0,0,0,50,0,0,0,0,0,0,8.889,0.23,45.0,2.04
KNIT,GO-488,92,0,8,0,0,0,0,0,0,0,0,0,0,0,14.495,0.48,140.0,0.337
KNIT,GO-577P,92,0,8,0,0,0,0,0,0,0,0,0,0,0,16.263,0.47,140.0,0.746
KNIT,GO-663,88,0,12,0,0,0,0,0,0,0,0,0,0,0,14.848,0.45,140.0,0.889
KNIT,GO-698PAT,90,0,10,0,0,0,0,0,0,0,0,0,0,0,11.97,0.43,140.0,0.438
KNIT,GO-1005,92,0,8,0,0,0,0,0,0,0,0,0,0,0,25.101,0.74,138.5,2.04
KNIT,GO-1191,91,0,9,0,0,0,0,0,0,0,0,0,0,0,15.657,0.46,140.0,0.82
KNIT,GO-1202,93,0,7,0,0,0,0,0,0,0,0,0,0,0,26.515,0.66,121.5,2.04
KNIT,GO-1219,92,0,8,0,0,0,0,0,0,0,0,0,0,0,16.717,0.46,140.0,0.351
KNIT,GO-1231-BR2,92,0,8,0,0,0,0,0,0,0,0,0,0,0,21.515,0.73,140.0,0.672
KNIT,GO-1255,92,0,8,0,0,0,0,0,0,0,0,0,0,0,22.879,0.71,134.5,2.04
KNIT,GO-1576,90,0,10,0,0,0,0,0,0,0,0,0,0,0,14.343,0.45,140.0,0.296
KNIT,GO-1630P-V1,95,0,5,0,0,0,0,0,0,0,0,0,0,0,17.727,0.55,128.0,2.04
KNIT,GO-1699,86,0,14,0,0,0,0,0,0,0,0,0,0,0,29.495,0.73,140.0,0.387
KNIT,GO-1715,91,0,9,0,0,0,0,0,0,0,0,0,0,0,24.545,0.63,140.0,0.346
KNIT,GO-1752,89,0,11,0,0,0,0,0,0,0,0,0,0,0,14.495,0.46,139.0,2.04
KNIT,GO-2012,85,0,15,0,0,0,0,0,0,0,0,0,0,0,17.475,0.46,140.0,0.406
KNIT,GO-2073,82,0,18,0,0,0,0,0,0,0,0,0,0,0,18.737,0.45,140.0,0.312
KNIT,GO-2081N,0,78,22,0,0,0,0,0,0,0,0,0,0,0,21.061,0.52,140.0,0.278
KNIT,GO-2124-BR,93,0,7,0,0,0,0,0,0,0,0,0,0,0,15.556,0.47,140.0,0.513
KNIT,GO-2163,92,0,8,0,0,0,0,0,0,0,0,0,0,0,26.515,0.54,160.0,1.187
KNIT,GO-2237,85,0,15,0,0,0,0,0,0,0,0,0,0,0,32.172,0.76,140.0,0.407
KNIT,GO-2244P-CDP,96,0,4,0,0,0,0,0,0,0,0,0,0,0,14.747,0.6,142.0,2.04
KNIT,GO-2263P-CDP,94,0,6,0,0,0,0,0,0,0,0,0,0,0,12.879,0.43,140.0,0.484
KNIT,GO-2322PL,84,0,16,0,0,0,0,0,0,0,0,0,0,0,13.131,0.37,140.0,0.391
WOVEN,CYSYR-007,92,0,8,0,0,0,0,0,0,0,0,0,0,0,18.081,0.38,50.0,0.52
WOVEN,CYSFJ-064,0,93,7,0,0,0,0,0,0,0,0,0,0,0,15.253,0.39,50.0,0.461
WOVEN,CYSFJ-069P,95,0,5,0,0,0,0,0,0,0,0,0,0,0,15.051,0.42,50.0,0.618
WOVEN,CYSFJ-077,95,0,5,0,0,0,0,0,0,0,0,0,0,0,12.273,0.42,50.0,0.15
WOVEN,CYSZD-0300,0,90,10,0,0,0,0,0,0,0,0,0,0,0,13.485,0.44,50.0,0.263
WOVEN,CYSSY-014,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10.101,0.32,50.0,0.338
WOVEN,CYSTG-0647,0,38,4,0,0,0,0,58,0,0,0,0,0,0,14.495,0.31,50.0,0.621
WOVEN,CYSLJ-0107,0,0,3,0,0,0,0,97,0,0,0,0,0,0,14.747,0.29,50.0,0.741
WOVEN,CYS10,0,72,0,0,0,0,0,28,0,0,0,0,0,0,8.939,0.22,27.0,2.04
WOVEN,CYS16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03,0.2,45.0,2.04
WOVEN,1,0,26,0,0,0,0,0,74,0,0,0,0,0,0,8.636,0.21,37.5,2.04
WOVEN,2,0,20,7,0,0,0,0,73,0,0,0,0,0,0,8.283,0.21,50.0,0.804
WOVEN,9,36,0,0,0,0,0,0,64,0,0,0,0,0,0,11.313,0.28,50.0,0.654
WOVEN,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14.495,0.34,50.0,0.834
WOVEN,14,0,100,0,0,0,0,0,0,0,0,0,0,0,0,7.424,0.22,48.5,2.04
WOVEN,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5.354,0.14,44.0,2.04
WOVEN,38,46,33,0,0,0,0,0,21,0,0,0,0,0,0,8.283,0.24,43.5,2.04
WOVEN,39,0,74,0,0,0,0,0,26,0,0,0,0,0,0,10.96,0.25,26.5,2.04
WOVEN,40,0,54,0,0,0,0,0,46,0,0,0,0,0,0,9.848,0.25,35.5,2.04
WOVEN,41,0,72,0,0,0,0,0,28,0,0,0,0,0,0,9.697,0.25,46.0,2.04
WOVEN,43,0,53,0,0,0,0,0,47,0,0,0,0,0,0,8.939,0.22,50.0,1.598
WOVEN,46,0,52,0,0,0,0,0,48,0,0,0,0,0,0,18.384,0.41,44.0,2.04
WOVEN,52,73,27,0,0,0,0,0,0,0,0,0,0,0,0,12.172,0.3,28.0,2.04
WOVEN,66,0,0,5,0,0,0,0,95,0,0,0,0,0,0,12.071,0.27,50.0,0.841
WOVEN,76,0,36,0,0,0,0,0,64,0,0,0,0,0,0,12.576,0.3,45.0,2.04
WOVEN,86,0,35,0,0,0,0,0,65,0,0,0,0,0,0,8.99,0.24,42.0,2.04
KNIT,GO-90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,19.596,0.77,118.0,2.04
KNIT,GO-0622P,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20.455,0.81,98.0,2.04
KNIT,GO-641,100,0,0,0,0,0,0,0,0,0,0,0,0,0,12.929,0.5,130.5,2.04
KNIT,GO-1622CDP-BR,100,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222,0.83,91.0,2.04
KNIT,GO-1642P-CDP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0.91,95.5,2.04
KNIT,GO-1714T/R,71,0,0,29,0,0,0,0,0,0,0,0,0,0,25.101,0.88,102.5,2.04
KNIT,GO-1717,100,0,0,0,0,0,0,0,0,0,0,0,0,0,18.283,0.63,95.5,2.04
KNIT,GO-2097P-CDP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14.495,0.6,134.0,2.04
KNIT,GO-2201C,79,0,0,0,0,0,0,21,0,0,0,0,0,0,22.323,0.95,125.0,2.04
KNIT,GO-172,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14.293,0.44,140.0,0.466
KNIT,TN-60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14.596,0.48,105.5,2.04
KNIT,TN-61,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13.232,0.46,91.5,2.04
WOVEN,CYSYR-630-1,0,93,7,0,0,0,0,0,0,0,0,0,0,0,7.929,0.27,50.0,0.369
WOVEN,CYS01,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3.687,0.08,50.0,1.493
WOVEN,CYS05,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4.899,0.1,50.0,1.506
WOVEN,CYS06,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6.566,0.19,35.5,2.04
WOVEN,CYS07,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6.263,0.17,41.5,2.04
WOVEN,CYS08,0,100,0,0,0,0,0,0,0,0,0,0,0,0,7.576,0.19,32.0,2.04
WOVEN,CYS20,90,0,10,0,0,0,0,0,0,0,0,0,0,0,11.97,0.31,50.0,0.443
WOVEN,37,0,77,0,0,0,0,0,23,0,0,0,0,0,0,8.131,0.22,37.0,2.04
WOVEN,42,0,54,4,0,0,0,0,42,0,0,0,0,0,0,6.162,0.2,50.0,1.556
WOVEN,75,0,36,6,0,0,0,0,58,0,0,0,0,0,0,11.717,0.3,50.0,0.486
WOVEN,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,19.141,0.33,25.0,2.04
WOVEN,NC 210D OXFORD SD,0,48,0,0,0,0,0,52,0,0,0,0,0,0,19.141,0.46,52.5,2.04
WOVEN,FD POSLAN,100,0,0,0,0,0,0,0,0,0,0,0,0,0,12.475,0.27,57.5,2.04
WOVEN,SUPPLEX PU,0,100,0,0,0,0,0,0,0,0,0,0,0,0,10.505,0.25,44.0,2.04
KNIT,AMS-7048,96,0,4,0,0,0,0,0,0,0,0,0,0,0,27.475,0.85,131.5,2.04
KNIT,AMS-7048A,97,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0.92,106.0,2.04
KNIT,AMS-7048S,97,0,3,0,0,0,0,0,0,0,0,0,0,0,30.606,1.02,118.0,2.04
KNIT,AMS-8189,91,0,9,0,0,0,0,0,0,0,0,0,0,0,28.434,1.18,140.0,0.887
KNIT,F9398,0,95,5,0,0,0,0,0,0,0,0,0,0,0,29.646,1.18,140.0,0.841
KNIT,ST-170060,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30.758,1.05,58.5,2.04
WOVEN,SB-CN30 BRT,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,55.0,2.04
WOVEN,SB-FB 400,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3.737,0.12,60.0,0.914
WOVEN,SB-HK S105S,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4.899,0.11,53.5,2.04
WOVEN,SB-H7013,0,91,9,0,0,0,0,0,0,0,0,0,0,0,6.717,0.2,60.0,0.326
WOVEN,SB-I2080 R/S Tpu,13,87,0,0,0,0,0,0,0,0,0,0,0,0,7.172,0.2,48.5,2.04
WOVEN,SB-P30 STELLA,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5.505,0.18,60.0,1.131
WOVEN,SB-SAM RIS,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4.343,0.12,60.0,1.678
WOVEN,SB-SH 1992,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2.576,0.05,60.0,0.764
WOVEN,SB-UQ75FD,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11.061,0.35,60.0,0.434
WOVEN,SB-YF 25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3.788,0.08,57.0,2.04
WOVEN,NC 30's 1/3 TWILL FD-3,0,45,0,0,0,0,0,55,0,0,0,0,0,0,13.586,0.29,47.5,2.04
WOVEN,NEW 2045 TASLAN,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6.061,0.17,39.5,2.04
WOVEN,A44PL,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5.909,0.19,60.0,0.907
WOVEN,H4410,100,0,0,0,0,0,0,0,0,0,0,0,0,0,9.646,0.31,60.0,0.316
WOVEN,NA5005,0,90,10,0,0,0,0,0,0,0,0,0,0,0,11.768,0.36,60.0,0.314
WOVEN,FD 410T,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3.737,0.08,55.0,2.04
WOVEN,R1602 DP,34,66,0,0,0,0,0,0,0,0,0,0,0,0,5.202,0.1,49.5,2.04
KNIT,AMS-8794,0,90,10,0,0,0,0,0,0,0,0,0,0,0,20.859,0.53,145.0,2.04
KNIT,SFY392,43,49,8,0,0,0,0,0,0,0,0,0,0,0,21.364,0.79,105.0,2.04
WOVEN,NC 20 PLAIN,0,29,0,0,0,0,0,71,0,0,0,0,0,0,11.818,0.28,49.5,2.04
